system_time_ns,steady_time_ns,tick,q0,q1,q2,q3,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rpy_x,rpy_y,rpy_z,temperature
1785316374875009043,201665893452867,6916833,0.186228931,-0.001318609,-0.013246397,0.982416391,0.000000000,-0.019174758,0.000000000,0.077811554,-0.390254885,9.473855972,-0.026521254,-0.002342880,2.766945362,79
1785316374876979531,201665895423349,6916835,0.186230808,-0.001304790,-0.013245537,0.982416093,-0.001065264,-0.021305285,-0.003195793,0.065840550,-0.384269387,9.418789864,-0.026514411,-0.002369762,2.766941786,79
1785316374879282312,201665897726135,6916837,0.186238661,-0.001301222,-0.013236189,0.982414663,0.001065264,0.004261057,-0.013848436,0.065840550,-0.384269387,9.418789864,-0.026494695,-0.002373504,2.766925812,79
1785316374882092997,201665900536900,6916839,0.186240822,-0.001305948,-0.013232818,0.982414305,-0.002130529,0.000000000,-0.002130529,0.065840550,-0.384269387,9.418789864,-0.026489822,-0.002363019,2.766921282,79
1785316374883157982,201665901601815,6916841,0.186242893,-0.001304526,-0.013231079,0.982413948,-0.001065264,-0.004261057,-0.006391586,0.056263741,-0.371101260,9.465476036,-0.026485872,-0.002365222,2.766917229,79
1785316374885259365,201665903703194,6916843,0.186245501,-0.001303976,-0.013228016,0.982413471,-0.004261057,-0.002130529,-0.005326321,0.056263741,-0.371101260,9.465476036,-0.026479641,-0.002365232,2.766911745,79
1785316374886991192,201665905435015,6916845,0.186244980,-0.001301892,-0.013219216,0.982413709,0.000000000,-0.004261057,-0.011717907,0.052672438,-0.372298360,9.489418030,-0.026461573,-0.002366034,2.766912937,79
1785316374889255412,201665907699235,6916847,0.186250404,-0.001315735,-0.013220363,0.982412636,-0.002130529,0.007456850,-0.008522115,0.052672438,-0.372298360,9.489418030,-0.026468970,-0.002339409,2.766901493,79
1785316374891110875,201665909554724,6916849,0.186260954,-0.001321499,-0.013219210,0.982410669,-0.010652643,0.003195793,-0.011717907,0.052672438,-0.372298360,9.489418030,-0.026468826,-0.002327939,2.766880035,79
1785316374893671506,201665912115338,6916851,0.186260805,-0.001314100,-0.013218774,0.982410729,-0.003195793,-0.014913701,-0.011717907,0.037110128,-0.337582439,9.527725220,-0.026465215,-0.002342309,2.766880512,79
1785316374896141576,201665914585405,6916853,0.186264262,-0.001305566,-0.013226534,0.982409954,-0.008522115,-0.015978964,-0.009587379,0.037110128,-0.337582439,9.527725220,-0.026477277,-0.002362061,2.766873598,79
1785316374897006752,201665915450575,6916855,0.186273411,-0.001323367,-0.013227635,0.982408166,-0.009587379,0.015978964,-0.011717907,0.061052144,-0.411802679,9.483432770,-0.026486050,-0.002327743,2.766854525,79
1785316374898862120,201665917305943,6916857,0.186280787,-0.001327659,-0.013223357,0.982406795,-0.003195793,-0.003195793,-0.015978964,0.061052144,-0.411802679,9.483432770,-0.026479224,-0.002317915,2.766839504,79
1785316374902107353,201665920551181,6916859,0.186288446,-0.001314275,-0.013220420,0.982405424,0.004261057,-0.020240022,-0.008522115,0.061052144,-0.411802679,9.483432770,-0.026468448,-0.002343324,2.766824245,79
1785316374909462387,201665927906240,6916865,0.186304897,-0.001294899,-0.013205815,0.982402503,0.005326321,-0.012783172,-0.004261057,0.050278235,-0.349553436,9.546878815,-0.026432490,-0.002376395,2.766791105,79
1785316374910503273,201665928947122,6916867,0.186308548,-0.001295166,-0.013205603,0.982401848,-0.007456850,0.001065264,-0.011717907,0.050278235,-0.349553436,9.546878815,-0.026432162,-0.002375888,2.766783714,79
1785316374912071162,201665930515005,6916869,0.186311305,-0.001304352,-0.013203685,0.982401311,-0.001065264,0.010652643,-0.006391586,0.050278235,-0.349553436,9.546878815,-0.026431808,-0.002357199,2.766777754,79
1785316374913035215,201665931479048,6916871,0.186314598,-0.001315412,-0.013203546,0.982400715,-0.003195793,0.003195793,-0.007456850,0.076614454,-0.338779539,9.491812706,-0.026435649,-0.002335505,2.766770840,79
1785316374915190544,201665933634373,6916873,0.186317027,-0.001306830,-0.013206010,0.982400239,0.003195793,-0.013848436,-0.009587379,0.076614454,-0.338779539,9.491812706,-0.026437286,-0.002353350,2.766766071,79
1785316374917128521,201665935572353,6916875,0.186322317,-0.001310655,-0.013205535,0.982399225,-0.004261057,-0.004261057,-0.015978964,0.014365210,-0.326808542,9.519346237,-0.026437765,-0.002345800,2.766755342,79
1785316374918794493,201665937238328,6916877,0.186324820,-0.001307335,-0.013209050,0.982398748,-0.010652643,-0.008522115,-0.008522115,0.014365210,-0.326808542,9.519346237,-0.026443431,-0.002353702,2.766750336,79
1785316374920743823,201665939187654,6916879,0.186329812,-0.001327035,-0.013207596,0.982397735,-0.010652643,0.012783172,-0.011717907,0.014365210,-0.326808542,9.519346237,-0.026447902,-0.002314588,2.766739607,79
1785316374923629860,201665942073692,6916881,0.186337620,-0.001327018,-0.013210368,0.982396245,-0.012783172,-0.012783172,-0.019174758,0.008379706,-0.320823014,9.430760384,-0.026453326,-0.002315865,2.766723633,79
1785316374925059936,201665943503759,6916883,0.186338589,-0.001323084,-0.013208408,0.982396066,-0.004261057,-0.007456850,-0.006391586,0.008379706,-0.320823014,9.430760384,-0.026448004,-0.002322890,2.766721725,79
1785316374926871099,201665945314917,6916885,0.186342642,-0.001318506,-0.013211412,0.982395291,-0.003195793,-0.020240022,-0.002130529,0.010773907,-0.326808542,9.487024307,-0.026452195,-0.002333112,2.766713619,79
1785316374929928630,201665948372449,6916887,0.186346263,-0.001317495,-0.013209929,0.982394636,0.003195793,0.004261057,-0.006391586,0.010773907,-0.326808542,9.487024307,-0.026448894,-0.002334643,2.766706467,79
1785316374931183820,201665949627649,6916889,0.186351582,-0.001321795,-0.013202005,0.982393742,0.003195793,-0.010652643,-0.013848436,0.010773907,-0.326808542,9.487024307,-0.026434910,-0.002323386,2.766695499,79
1785316374933227395,201665951671229,6916891,0.186356634,-0.001311985,-0.013198946,0.982392788,-0.002130529,-0.011717907,-0.010652643,-0.021547815,-0.332794040,9.417592049,-0.026425233,-0.002341656,2.766685486,79
1785316374935323794,201665953767631,6916893,0.186356604,-0.001314985,-0.013202147,0.982392788,-0.014913701,0.002130529,-0.004261057,-0.021547815,-0.332794040,9.417592049,-0.026432639,-0.002336953,2.766685486,79
1785316374937231129,201665955674955,6916895,0.186362162,-0.001304985,-0.013199638,0.982391715,-0.002130529,-0.009587379,-0.008522115,-0.005985504,-0.274136096,9.441534042,-0.026423970,-0.002355814,2.766674280,79
1785316374939204799,201665957648620,6916897,0.186365739,-0.001302914,-0.013201371,0.982391059,-0.004261057,0.002130529,-0.006391586,-0.005985504,-0.274136096,9.441534042,-0.026426595,-0.002360627,2.766667128,79
1785316374941167517,201665959611345,6916899,0.186360613,-0.001312716,-0.013199041,0.982392013,-0.005326321,0.003195793,0.004261057,-0.005985504,-0.274136096,9.441534042,-0.026425682,-0.002340361,2.766677141,79
1785316374943151678,201665961595502,6916901,0.186365202,-0.001306709,-0.013194202,0.982391238,-0.002130529,-0.007456850,-0.007456850,0.005985504,-0.318428814,9.428366661,-0.026413921,-0.002350484,2.766668081,79
1785316374945092041,201665963535866,6916903,0.186367840,-0.001311627,-0.013195480,0.982390702,-0.007456850,-0.005326321,-0.008522115,0.005985504,-0.318428814,9.428366661,-0.026418261,-0.002341368,2.766662598,79
1785316374947084802,201665965528629,6916905,0.186364666,-0.001312069,-0.013192772,0.982391357,0.000000000,-0.007456850,0.000000000,0.005985504,-0.318428814,9.428366661,-0.026413109,-0.002339406,2.766669035,79
1785316374949202082,201665967645910,6916907,0.186366886,-0.001324075,-0.013191715,0.982390881,-0.009587379,0.006391586,-0.010652643,0.014365210,-0.323217243,9.488221169,-0.026415505,-0.002315482,2.766664267,79
1785316374951076929,201665969520751,6916909,0.186373636,-0.001323734,-0.013191959,0.982389629,-0.001065264,-0.010652643,-0.009587379,0.014365210,-0.323217243,9.488221169,-0.026415840,-0.002316424,2.766650438,79
1785316374952909612,201665971353444,6916911,0.186377972,-0.001338369,-0.013193699,0.982388794,-0.010652643,0.011717907,-0.006391586,-0.029927522,-0.293289721,9.458293915,-0.026424704,-0.002288435,2.766641140,79
1785316374955312274,201665973756113,6916913,0.186382085,-0.001338795,-0.013196963,0.982387960,-0.010652643,-0.014913701,-0.007456850,-0.029927522,-0.293289721,9.458293915,-0.026431268,-0.002288925,2.766632795,79
1785316374962201787,201665980645761,6916915,0.186381623,-0.001346821,-0.013199253,0.982388020,-0.012783172,0.008522115,-0.003195793,-0.029927522,-0.293289721,9.458293915,-0.026438763,-0.002273997,2.766633511,79
1785316374962309903,201665980753735,6916919,0.186381996,-0.001341523,-0.013192043,0.982388079,-0.002130529,-0.012783172,-0.008522115,0.008379706,-0.298078120,9.489418030,-0.026422616,-0.002281729,2.766633034,79
1785316374963167223,201665981611046,6916921,0.186380416,-0.001344257,-0.013189851,0.982388377,0.002130529,0.000000000,-0.001065264,0.000000000,-0.332794040,9.510966301,-0.026419330,-0.002275496,2.766636133,79
1785316374965213734,201665983657559,6916923,0.186377615,-0.001335116,-0.013187855,0.982388973,0.000000000,-0.012783172,-0.003195793,0.000000000,-0.332794040,9.510966301,-0.026412006,-0.002292638,2.766642094,79
1785316374967332693,201665985776518,6916925,0.186381787,-0.001334802,-0.013181569,0.982388198,-0.002130529,-0.005326321,-0.010652643,0.000000000,-0.332794040,9.510966301,-0.026399529,-0.002291024,2.766633511,79
1785316374969372817,201665987816640,6916927,0.186383784,-0.001332338,-0.013183740,0.982387781,-0.005326321,-0.004261057,-0.006391586,-0.002394202,-0.282515794,9.507374763,-0.026402872,-0.002296729,2.766629457,79
1785316374971668456,201665990112286,6916929,0.186381370,-0.001348795,-0.013179491,0.982388318,-0.007456850,0.011717907,-0.003195793,-0.002394202,-0.282515794,9.507374763,-0.026400663,-0.002262745,2.766633987,79
1785316374974297864,201665992741696,6916931,0.186383411,-0.001347604,-0.013176934,0.982387960,-0.002130529,-0.017044229,-0.004261057,-0.002394202,-0.339976639,9.534908295,-0.026395189,-0.002264186,2.766629934,79
1785316374975381749,201665993825568,6916933,0.186380684,-0.001343877,-0.013177710,0.982388437,-0.003195793,-0.011717907,-0.004261057,-0.002394202,-0.339976639,9.534908295,-0.026395330,-0.002271725,2.766635418,79
1785316374977030078,201665995473906,6916935,0.186378598,-0.001347943,-0.013173870,0.982388914,-0.003195793,-0.001065264,-0.003195793,-0.002394202,-0.339976639,9.534908295,-0.026389305,-0.002262249,2.766639709,79
1785316374979205459,201665997649285,6916937,0.186376959,-0.001347174,-0.013175807,0.982389212,-0.002130529,-0.009587379,-0.001065264,-0.015562311,-0.300472319,9.434351921,-0.026392829,-0.002264436,2.766643047,79
1785316374984046132,201666002489963,6916939,0.186384767,-0.001347691,-0.013173663,0.982387722,-0.002130529,-0.010652643,-0.007456850,-0.015562311,-0.300472319,9.434351921,-0.026388790,-0.002262832,2.766627073,79
1785316374984618155,201666003061987,6916941,0.186381504,-0.001346095,-0.013182179,0.982388318,-0.013848436,-0.015978964,0.001065264,0.003591303,-0.308852017,9.463082314,-0.026404936,-0.002269054,2.766633987,79
1785316374985177568,201666003621397,6916943,0.186372578,-0.001349611,-0.013185919,0.982389927,-0.014913701,0.000000000,0.009587379,0.003591303,-0.308852017,9.463082314,-0.026413620,-0.002263301,2.766652107,79
1785316374986957577,201666005401401,6916945,0.186365739,-0.001352958,-0.013189147,0.982391179,-0.013848436,-0.007456850,0.006391586,0.003591303,-0.308852017,9.463082314,-0.026421225,-0.002257744,2.766665697,79
1785316374988948686,201666007392525,6916947,0.186365113,-0.001351124,-0.013193888,0.982391238,-0.004261057,-0.006391586,-0.006391586,-0.023942016,-0.305260718,9.461885452,-0.026429860,-0.002263097,2.766667128,79
1785316374991115372,201666009559196,6916949,0.186363935,-0.001348645,-0.013197650,0.982391357,-0.011717907,-0.022370551,0.002130529,-0.023942016,-0.305260718,9.461885452,-0.026436333,-0.002269339,2.766669512,79
1785316374993051697,201666011495523,6916951,0.186361581,-0.001336212,-0.013200059,0.982391834,-0.010652643,-0.010652643,-0.004261057,-0.004788403,-0.328005642,9.496601105,-0.026436435,-0.002294603,2.766674757,79
1785316374995142815,201666013586640,6916953,0.186364159,-0.001337919,-0.013200403,0.982391298,-0.004261057,-0.026631609,-0.010652643,-0.004788403,-0.328005642,9.496601105,-0.026437743,-0.002291447,2.766669273,79
1785316374997102462,201666015546289,6916955,0.186363146,-0.001342616,-0.013199153,0.982391536,-0.004261057,-0.008522115,0.000000000,-0.004788403,-0.328005642,9.496601105,-0.026437037,-0.002281725,2.766671419,79
1785316374999192175,201666017636076,6916957,0.186368808,-0.001340957,-0.013199301,0.982390463,-0.005326321,-0.006391586,-0.009587379,-0.009576807,-0.371101260,9.471462250,-0.026436696,-0.002285192,2.766659975,79
1785316375001047402,201666019491236,6916959,0.186364427,-0.001335355,-0.013206343,0.982391179,-0.013848436,-0.013848436,-0.001065264,-0.009576807,-0.371101260,9.471462250,-0.026448460,-0.002298705,2.766669035,79
1785316375003111517,201666021555344,6916961,0.186363980,-0.001346107,-0.013211478,0.982391179,-0.015978964,0.005326321,-0.002130529,0.020350715,-0.330399841,9.503783226,-0.026462559,-0.002279483,2.766669512,79
1785316375005074993,201666023518820,6916963,0.186359897,-0.001359708,-0.013217658,0.982391894,-0.011717907,0.001065264,-0.002130529,0.020350715,-0.330399841,9.503783226,-0.026479781,-0.002254952,2.766677618,79
1785316375007049977,201666025493811,6916965,0.186362952,-0.001356458,-0.013216166,0.982391357,-0.002130529,-0.014913701,-0.008522115,0.020350715,-0.330399841,9.503783226,-0.026475629,-0.002260863,2.766671419,79
1785316375008922796,201666027366620,6916967,0.186360255,-0.001353680,-0.013214046,0.982391834,-0.005326321,-0.011717907,0.002130529,0.011971008,-0.337582439,9.437943459,-0.026470436,-0.002265459,2.766676903,79
1785316375011026688,201666029470514,6916969,0.186358660,-0.001353799,-0.013210310,0.982392192,-0.003195793,-0.006391586,-0.006391586,0.011971008,-0.337582439,9.437943459,-0.026463145,-0.002263790,2.766680241,79
